business,address,city,state,zip,zip4,emps,sic4,sic4desc,bldgid,sourceid,lat,long,accuracy,hqbranch,familyid,familybus,familymsas,geog
CARDINAL LOGISTICS MANAGEMENT,701 SW 34TH ST,RENTON,WA,98057,4814,15,8742,Management Consulting Service,9700280,402816152,47.449126,-122.226425,3,2,132637,49,29,0101000020E6100000CC7F48BF7D8E5EC043E4F4F57CB94740
BANK OF AMERICA,15 S GRADY WAY # 120,RENTON,WA,98057,3214,11,6021,National Commercial Banks,9594218,401808140,47.47061,-122.217357,3,2,7754,9265,273,0101000020E6100000A1A3552DE98D5EC0D595CFF23CBC4740
AAA ALL ABDUT AUTO COLLISION,513 PARK AVE N,RENTON,WA,98057,5522,4,5013,Wholesaler Of Automotive Parts And Supplies,150896026,402372667,47.490553,-122.202403,3,9,0,0,0,0101000020E61000003067B62BF48C5EC033FAD170CABE4740
SOUND COLLISION CTR,750 RAINIER AVE S,RENTON,WA,98057,3203,12,7532,Auto Body Repair And Painting,14202611,402369892,47.472285,-122.217385,3,9,0,0,0,0101000020E61000000569C6A2E98D5EC018B2BAD573BC4740
KARMICHAEL AUTO SALON,546 BURNETT AVE N,RENTON,WA,98057,5405,1,7542,Carwash,31187655,609650502,47.491132,-122.206511,3,9,0,0,0,0101000020E6100000EAD0E979378D5EC07102D369DDBE4740
FAIRWOOD SHELL,14230 SE 176TH ST,RENTON,WA,98058,8787,6,5541,Gasoline Service Stations,31208664,409102794,47.445195,-122.148706,3,2,73900,8137,287,0101000020E610000004AE2B6684895EC0DEAB5626FCB84740
AUTOZONE,4260 NE 4TH ST,RENTON,WA,98059,5010,10,5531,Retailer Of Automotive And Home Supplies,31056634,402802376,47.488737,-122.16207,3,2,3685,5354,322,0101000020E61000006A6AD95A5F8A5EC02EAC1BEF8EBE4740
MT SI GOLF COURSE & DRVNG RNG,9100 BOALCH AVE SE,SNOQUALMIE,WA,98065,,30,7992,Public Golf Course,199451191,174394809,47.51825,-121.799762,3,9,0,0,0,0101000020E610000059A5F44C2F735EC07593180456C24740
UPTOWN TAKE OUT,17722 VASHON ISLAND HWY,VASHON,WA,98070,,6,5812,Eating Places,37306744,402813761,47.447285,-122.460278,3,9,0,0,0,0101000020E61000005F44DB31759D5EC0E57E87A240B94740
GET PHYSICALLY FIT,PO BOX 2417,AUBURN,WA,98071,2417,1,7991,Physical Fitness Facility,166763910,651449274,47.31023,-122.23006,7,9,0,0,0,0101000020E61000008907944DB98E5EC0791EDC9DB5A74740
AG TREE SVC,14241 NE WOODINVILLE DUVALL RD,WOODINVILLE,WA,98072,8564,2,783,Shrub And Tree Services,38690656,402412881,47.756947,-122.148342,3,9,0,0,0,0101000020E6100000E3A7716F7E895EC014E7A8A3E3E04740
RIDDLE CONSTRUCTION & DESIGN,18642 142ND AVE NE,WOODINVILLE,WA,98072,8521,3,1521,Single-Family Homes Contractor,31203907,654039445,47.764093,-122.15055,3,9,0,0,0,0101000020E61000006B9A779CA2895EC0200DA7CCCDE14740
PRO SEAL,14227 NE 200TH ST,WOODINVILLE,WA,98072,8444,8,5039,Wholesaler Of Construction Materials,9589886,402577040,47.772342,-122.150198,3,9,28959,25,17,0101000020E61000002D7B12D89C895EC0E3A9471ADCE24740
ALL PLUMBING & HEATING SVC,23505 77TH AVE SE,WOODINVILLE,WA,98072,9552,3,5075,Wholesaler Of Warm Air Heating And Air Conditioning,103499410,402811875,47.783606,-122.129592,3,9,0,0,0,0101000020E6100000B0743E3C4B885EC085798F334DE44740
PUGET SOUND DISTILLING CO,16110 WOODINVILLE REDMOND RD N,WOODINVILLE,WA,98072,6250,6,2085,Manufacturer Of Distilled/Blended Liquors,37618241,402386745,47.744042,-122.159972,3,9,0,0,0,0101000020E6100000A51133FB3C8A5EC0DB6CACC43CDF4740
ONE GARAGE DOORS & GATES,14241 NE WOODINVILLE DUVALL RD,WOODINVILLE,WA,98072,8564,2,5211,Retailer Of Lumber And Other Building Materials,38690656,402346777,47.756947,-122.148342,3,9,0,0,0,0101000020E6100000E3A7716F7E895EC014E7A8A3E3E04740
EMERGENCY GARAGE DOORS & GATES,14136 NE WOODINVILLE DUVALL RD,WOODINVILLE,WA,98072,8551,2,5211,Retailer Of Lumber And Other Building Materials,37617952,402346782,47.755326,-122.14965,3,9,0,0,0,0101000020E61000002BF697DD93895EC0C4E8B985AEE04740
HALF POPS LLC,16140 WOODINVILLE REDMOND # 6,WOODINVILLE,WA,98072,6964,4,7319,Advertising Service,37618250,403748820,47.744265,-122.160136,3,9,0,0,0,0101000020E610000062BA10AB3F8A5EC05A47551344DF4740
411 MAXIMIZER,PO BOX 2257,WOODINVILLE,WA,98072,2257,3,7374,Data Processing/Preparation Services,46878389,402407513,47.75605,-122.13848,7,9,0,0,0,0101000020E61000009BC937DBDC885EC00612143FC6E04740
AGOGE CROSS FIT,19011 WOODINVILLE SNOHOMISH RD,WOODINVILLE,WA,98072,8419,5,7991,Physical Fitness Facility,37618569,402446862,47.765346,-122.154411,3,2,0,0,0,0101000020E610000021C9ACDEE1895EC0ED0F94DBF6E14740
WILD HOGS MOTORSPORTS,13412 NE 175TH ST,WOODINVILLE,WA,98072,,2,7999,Recreation Service,199461955,402793598,47.754632,-122.160329,3,9,0,0,0,0101000020E61000006DE690D4428A5EC0EE4108C897E04740
NORTH SKY COMMUNICATIONS INC,21909 76TH DR SE,WOODINVILLE,WA,98072,9727,60,8748,Business Consulting Service,37311538,614345932,47.797655,-122.130434,3,2,0,0,0,0101000020E61000005512D90759885EC0D53E1D8F19E64740
CHRISTOPHER HUGH SINCLAIR,22229 NE 25TH WAY,SAMMAMISH,WA,98074,6451,5,5541,Gasoline Service Stations,102163157,683584171,47.632573,-122.042157,3,2,0,0,0,0101000020E61000000A1346B3B2825EC093AAED26F8D04740
HIGH POINT FLOORING,704 228TH AVE NE,SAMMAMISH,WA,98074,7222,2,5713,Retailer Of Floor Covering,37329411,402430673,47.615654,-122.035197,3,9,0,0,0,0101000020E6100000B5FAEAAA40825EC067D311C0CDCE4740
INFINITI WINDOW BLINDS,704 228TH AVE NE # A,SAMMAMISH,WA,98074,7222,8,5719,Retailer Of Home Furnishings,37329411,402818682,47.615654,-122.035197,3,9,0,0,0,0101000020E6100000B5FAEAAA40825EC067D311C0CDCE4740
TEAM MOBILE LTD,1418 164TH ST SW,LYNNWOOD,WA,98087,8500,4,4812,Radiotelephone Communications,189339345,402127214,47.849593,-122.251717,3,9,0,0,0,0101000020E610000039B69E211C905EC08CF4A276BFEC4740
EVERETT GARDEN SUPPLY,15806 HIGHWAY 99 # 1,LYNNWOOD,WA,98087,1400,2,5261,Retailer Of Nurseries And Garden Centers,37304725,402127413,47.856074,-122.289727,3,9,0,0,0,0101000020E61000002A711DE38A925EC05B7A34D593ED4740
BULLERTECH,2201 133RD ST SW,LYNNWOOD,WA,98087,6069,1,7378,Computer Maintenance Service,167389811,360458384,47.86603,-122.25253,7,9,0,0,0,0101000020E610000091D0967329905EC06DAD2F12DAEE4740
MILL CREEK EDUCATION,1133 164TH ST SW,LYNNWOOD,WA,98087,9318,3,8299,School/Educational Service,15650632,402369935,47.849809,-122.248458,3,9,0,0,0,0101000020E61000007E1B62BCE68F5EC0596C938AC6EC4740
MEZENGI BETHLEHEM,14610 ADMIRALTY WAY,LYNNWOOD,WA,98087,4874,2,8661,Religious Organization,35702779,402369937,47.866326,-122.272894,3,9,0,0,0,0101000020E61000009351651877915EC056D636C5E3EE4740
SOS BOOKKEEPING,1815 S LAKE STICKNEY DR # A,LYNNWOOD,WA,98087,2037,2,8721,Accounting/Bookkeeping Service,31039090,402358491,47.873441,-122.25832,3,9,0,0,0,0101000020E6100000C6F99B5088905EC026FE28EACCEF4740
MIS TEST II CORP CDV,15815 25TH AVE W,LYNNWOOD,WA,98087,2507,5,8748,Business Consulting Service,155003235,402344928,47.85345,-122.26222,7,9,0,0,0,0101000020E6100000DB166536C8905EC0B7627FD93DED4740
ARCHTERRA LANDSCAPE SVC,33822 172ND AVE SE,AUBURN,WA,98092,5214,3,782,Lawn And Garden Services,137276752,402855892,47.297899,-122.112512,3,9,0,0,0,0101000020E6100000151A886533875EC06C41EF8D21A64740
BEST PARKING LOT CLEANING,1122 3RD AVE,SEATTLE,WA,98101,2904,12,1611,Highway/Street Construction Contractor,37297834,402548360,47.606868,-122.334942,1,9,0,0,0,0101000020E6100000A30392B06F955EC0957EC2D9ADCD4740
LUTRON ELECTRONICS,720 OLIVE WAY,SEATTLE,WA,98101,1878,5,5063,Wholesaler Of Electrical Equipment,38715665,402538021,47.613832,-122.335018,3,9,148327680,20,13,0101000020E6100000916456EF70955EC0809E060C92CE4740
SULLIVAN'S STEAKHOUSE,621 UNION ST,SEATTLE,WA,98101,2322,100,5812,Eating Places,9693421,402769739,47.610132,-122.333249,3,2,148382313,12,11,0101000020E61000002E1B9DF353955EC01D1F2DCE18CE4740
ALOLIAAN LLC,701 PIKE ST # 1350,SEATTLE,WA,98101,3952,4,6411,"Insurance Agents, Brokers And Service",9732842,540269693,47.611514,-122.33326,3,9,0,0,0,0101000020E61000002844C02154955EC0E8853B1746CE4740
ANDERSON & BLACK INSURANCE,1511 3RD AVE # 700,SEATTLE,WA,98101,1641,5,6411,"Insurance Agents, Brokers And Service",9591947,713321784,47.609756,-122.338074,3,9,0,0,0,0101000020E610000030682101A3955EC017450F7C0CCE4740
YAMAGUCHI OBIEN MANGIO RPRTNG,1200 5TH AVE # 1820,SEATTLE,WA,98101,3128,6,8111,Legal Service,11069923,437021298,47.608051,-122.332948,3,9,0,0,0,0101000020E610000031D120054F955EC06AA67B9DD4CD4740
CLEAR,1431 3RD AVE,SEATTLE,WA,98101,2105,4,7374,Data Processing/Preparation Services,31187182,402422348,47.608959,-122.33732,3,9,61394,77,35,0101000020E61000005A12A0A696955EC06CCD565EF2CD4740
JUDICIAL DISPUTE RESOLUTION,1425 4TH AVE # 300,SEATTLE,WA,98101,2264,12,7389,Business Service,15831632,978947935,47.60939,-122.33616,3,9,0,0,0,0101000020E61000004C8E3BA583955EC03541D47D00CE4740
AMPCO SYSTEM PARKING,1823 TERRY AVE,SEATTLE,WA,98101,2423,5,7521,Automobile Parking Service,188249972,402591783,47.615563,-122.332699,3,2,2503,546,69,0101000020E61000005D1ABFF04A955EC057D0B4C4CACE4740
CENTER PARKING,1601 5TH AVE,SEATTLE,WA,98101,3621,4,7521,Automobile Parking Service,9596091,402422446,47.611655,-122.336627,3,9,0,0,0,0101000020E6100000D6FCF84B8B955EC0AAB706B64ACE4740
SEATTLE GYMNASTICS ACADEMY,5034 37TH AVE S,SEATTLE,WA,98118,1985,8,7999,Recreation Service,199449607,402813875,47.666099,-122.287725,3,9,0,0,0,0101000020E6100000764F1E166A925EC0FC7266BB42D54740
TERESA MC NALLY LAW OFC PLLC,1424 4TH AVE # 1002,SEATTLE,WA,98101,4604,3,8111,Legal Service,11075320,715258604,47.609569,-122.335851,3,9,0,0,0,0101000020E61000000D5531957E955EC0E5D3635B06CE4740
WHITAKER LAW GROUP,1218 3RD AVE # 1809,SEATTLE,WA,98101,3060,3,8111,Legal Service,17176265,402382251,47.607239,-122.335267,3,9,0,0,0,0101000020E6100000651BB80375955EC089EDEE01BACD4740
BRANDT LAW GROUP,1200 5TH AVE # 1650,SEATTLE,WA,98101,3127,3,8111,Legal Service,11069923,380698662,47.608051,-122.332948,3,9,0,0,0,0101000020E610000031D120054F955EC06AA67B9DD4CD4740
SOHA & LANG PS,1325 4TH AVE # 2000,SEATTLE,WA,98101,2570,25,8111,Legal Service,9581877,952678936,47.608398,-122.335269,3,9,148554352,1,1,0101000020E610000035971B0C75955EC0D57954FCDFCD4740
SUMMER SEARCH,1109 1ST AVE # 205,SEATTLE,WA,98101,2979,9,8399,Social Service,27815069,611760216,47.605378,-122.337105,3,9,0,0,0,0101000020E61000005B94D92093955EC0E4DBBB067DCD4740
SEO MOZ INC,119 PINE ST # 400,SEATTLE,WA,98101,1540,20,8742,Management Consulting Service,13349132,607222478,47.609828,-122.340474,3,9,0,0,0,0101000020E6100000DAC87553CA955EC0B1170AD80ECE4740
EXOR IRONWORKS,2226 EASTLAKE AVE E # 58,SEATTLE,WA,98102,3419,5,3446,Manufacturer Of Architectural,31299149,402484316,47.638612,-122.325695,3,9,0,0,0,0101000020E6100000205ED72FD8945EC0A56ABB09BED14740
A DAY & NIGHT GARAGE DOORS RPR,410 BROADWAY E,SEATTLE,WA,98102,5010,4,5211,Retailer Of Lumber And Other Building Materials,37321587,402353777,47.622112,-122.320713,3,9,148472751,21,5,0101000020E6100000BB99D18F86945EC07E39B35DA1CF4740
SEATTLE HILL HOUSE B & B,1113 E JOHN ST,SEATTLE,WA,98102,5811,2,7011,Hotels And Motels,31079198,402367568,47.619824,-122.31805,3,9,0,0,0,0101000020E61000008A1F63EE5A945EC051A3906456CF4740
DAVID H GORDY DDS,1027 SUMMIT AVE E,SEATTLE,WA,98102,4432,4,8021,Dentist's Office,102200809,713147247,47.627659,-122.325526,3,9,0,0,0,0101000020E6100000DAFF006BD5945EC021054F2157D04740
ACTIVE SEATTLE CHIRO & SPORTS,2366 EASTLAKE AVE E # 333,SEATTLE,WA,98102,3399,1,8041,Chiropractor's Office,13349750,402382409,47.640483,-122.325686,3,9,0,0,0,0101000020E6100000F7B0170AD8945EC06E52D158FBD14740
PANGEO INC,3213 EASTLAKE AVE E # B,SEATTLE,WA,98102,7127,10,8711,Engineering Service,48481342,540258118,47.650627,-122.322308,3,9,0,0,0,0101000020E61000004FCFBBB1A0945EC08272DBBE47D34740
DAVE DYKSTRA ARCHITECTS,2811 FAIRVIEW AVE E # 1003,SEATTLE,WA,98102,3197,1,8712,Architectural Service,189566533,224609073,47.645872,-122.327151,3,9,0,0,0,0101000020E6100000A376BF0AF0945EC078B306EFABD24740
SANTOLEA BISTRO TAPAS LOUNGE,501 N 36TH ST,SEATTLE,WA,98103,8674,10,5812,Eating Places,31103698,402573833,47.651626,-122.352433,3,9,0,0,0,0101000020E6100000FF4124438E965EC0959C137B68D34740
GRAHAM CAPITAL GROUP LLC,950 N 72ND ST # 100,SEATTLE,WA,98103,5362,3,6289,Security And Commodity Service,199449614,415359861,47.68118,-122.345294,3,1,0,0,0,0101000020E61000005260014C19965EC03A58FFE730D74740
ARTIST EYE PORTFOLIO STUDIO,4000 AURORA AVE N # 101,SEATTLE,WA,98103,7853,1,7335,Commercial Photographer,14197910,647279447,47.65538,-122.347036,3,9,0,0,0,0101000020E610000038A27BD635965EC0EB39E97DE3D34740
FORTUNE CO INC,5404 MERIDIAN AVE N,SEATTLE,WA,98103,6139,5,7389,Business Service,31174137,804834687,47.667981,-122.333476,3,9,13816,23,16,0101000020E61000000F80B8AB57955EC0B8ACC26680D54740
STONE WAY CROSSFIT,3410 STONE WAY N,SEATTLE,WA,98103,8922,2,7991,Physical Fitness Facility,38705466,422429631,47.648994,-122.342535,3,2,0,0,0,0101000020E610000010AFEB17EC955EC06EA6423C12D34740
AHEAD OF THE CLASS TUTORING,4601 PHINNEY AVE N # 307,SEATTLE,WA,98103,6388,1,8299,School/Educational Service,37323365,540267499,47.662132,-122.354184,3,9,0,0,0,0101000020E61000000E315EF3AA965EC04AD1CABDC0D44740
SHEARER DESIGN LLC,3613 PHINNEY AVE N # A,SEATTLE,WA,98103,8522,3,8711,Engineering Service,199449613,571262765,47.652373,-122.354674,3,9,0,0,0,0101000020E610000075AF93FAB2965EC08EE55DF580D34740
CHERRY CREEK ENVIRONMENTAL,146 N CANAL ST,SEATTLE,WA,98103,8691,3,8731,Commercial Physical Research,31292343,402353792,47.651336,-122.356136,3,9,0,0,0,0101000020E6100000693BA6EECA965EC08E5A61FA5ED34740
ELLIOTT SIBLEY,3626 WALLINGFORD AVE N # 2C,SEATTLE,WA,98103,8257,1,8741,Management Service,31305220,715229571,47.650879,-122.336104,3,9,0,0,0,0101000020E610000082035ABA82955EC09C53C90050D34740
ANZCRO PACIFICA LLC,100 S KING ST # 401,SEATTLE,WA,98104,2817,5,4724,Travel Agency,9551209,965452865,47.598447,-122.33416,3,9,0,0,0,0101000020E610000068E89FE062955EC0D5B14AE999CC4740
TD WANG LANE ADVERTISING GROUP,409 MAYNARD AVE S,SEATTLE,WA,98104,2959,4,7311,Advertising Agency,31120222,402800532,47.599099,-122.325257,3,9,0,0,0,0101000020E6100000E272BC02D1945EC07D08AA46AFCC4740
HYBRID IT SOLUTIONS,815 1ST AVE # 282,SEATTLE,WA,98104,1404,10,7373,Computer Systems Design Services,9739082,402523142,47.603434,-122.335332,3,9,0,0,0,0101000020E61000005853591476955EC0B1A547533DCD4740
KANJI & KATZEN PLLC,401 2ND AVE S # 700,SEATTLE,WA,98104,2850,5,8111,Legal Service,14687618,540206885,47.599138,-122.331783,3,9,0,0,0,0101000020E61000009A97C3EE3B955EC03BE5D18DB0CC4740
DENISE LOUIE EDUCATION CTR,606 MAYNARD AVE S # 101,SEATTLE,WA,98104,2957,6,8299,School/Educational Service,14205505,402800599,47.597478,-122.324867,3,9,0,0,0,0101000020E61000002D23F59ECA945EC02D0ABB287ACC4740
BRIGHT HORIZONS,601 9TH AVE,SEATTLE,WA,98104,2005,20,8351,Child Day Care Service,31116001,402577672,47.605473,-122.324864,3,2,69344,303,76,0101000020E610000075E95F92CA945EC036CEA62380CD4740
WOLF DESIGN,108 S JACKSON ST # 201,SEATTLE,WA,98104,2883,1,8712,Architectural Service,31036551,677787988,47.599347,-122.333942,3,9,148421441,16,11,0101000020E6100000B130444E5F955EC055FA0967B7CC4740
M/G ARCHITECTURE,108 S JACKSON ST # 201,SEATTLE,WA,98104,2883,4,8712,Architectural Service,31036551,422427178,47.599347,-122.333942,3,9,0,0,0,0101000020E6100000B130444E5F955EC055FA0967B7CC4740
GARAGE DOORS REPAIR & GATES,4739 UNIVERSITY WAY NE,SEATTLE,WA,98105,4412,2,5211,Retailer Of Lumber And Other Building Materials,31058202,402353797,47.663039,-122.313295,3,9,0,0,0,0101000020E610000005C078060D945EC07C7C4276DED44740
GNC,4630 25TH AVE NE,SEATTLE,WA,98105,4183,4,5499,Miscellaneous Food Stores,43368635,402367682,47.662921,-122.300685,3,2,318,5331,327,0101000020E610000075594C6C3E935EC0726A6798DAD44740
DOMINO'S PIZZA,2724 NE 45TH ST # A,SEATTLE,WA,98105,5022,15,5812,Eating Places,31314230,402897059,47.661347,-122.296316,3,2,3826,7232,331,0101000020E6100000055262D7F6925EC06327BC04A7D44740
STANDARD PARKING,4041 ROOSEVELT WAY NE,SEATTLE,WA,98105,6440,6,7521,Automobile Parking Service,31185686,402422394,47.656873,-122.318015,3,2,45601,822,95,0101000020E6100000CC28965B5A945EC00D501A6A14D44740
STANDARD PARKING,1401 NE BOAT ST,SEATTLE,WA,98105,6713,6,7521,Automobile Parking Service,31183627,402422396,47.65141,-122.313902,3,2,45601,822,95,0101000020E610000089096AF816945EC0C824236761D34740
UNIVERSITY VIEW HOUSE,5012 21ST AVE NE,SEATTLE,WA,98105,3331,2,6531,Real Estate Agents And Managers,102210812,402407508,47.666267,-122.305273,3,9,0,0,0,0101000020E610000084D6C39789935EC0B7B3AF3C48D54740
ACCLAIM SIGN & DISPLAY,1149 NW 52ND ST,SEATTLE,WA,98107,5130,6,3993,Manufacturer Of Advertising Displays,31182010,437256985,47.666308,-122.371753,3,9,0,0,0,0101000020E6100000274C18CDCA975EC016889E9449D54740
AM A TIMBER PRODUCTS LTD,104 NW CANAL ST,SEATTLE,WA,98107,4933,3,5031,Wholesaler Of Lumber/Related Materials,31064029,611750696,47.65294,-122.359324,3,9,0,0,0,0101000020E6100000BF2A172AFF965EC00820B58993D34740
INTELLIGENT SYSTEMS,901 NW 57TH ST # 3,SEATTLE,WA,98107,2817,60,7373,Computer Systems Design Services,102217139,677801607,47.670033,-122.368591,3,9,43053,15,11,0101000020E610000065A6B4FE96975EC0D11E2FA4C3D54740
CROSS FIT SEATTLE,43588 LEARY WAY,SEATTLE,WA,98107,,2,7991,Physical Fitness Facility,199449618,677820581,47.66908,-122.37889,7,2,0,0,0,0101000020E610000003B2D7BB3F985EC02F34D769A4D54740
AMERICAN SEAFOODS CO LLC,8403 PERIMETER RD S,SEATTLE,WA,98108,3843,10,2092,Preparer Of Fresh/Frozen Fish,31285066,217032960,47.526618,-122.295053,3,2,148537360,9,2,0101000020E61000008C65FA25E2925EC012BEF73768C34740
NOSH AWAY,1001 S MYRTLE ST,SEATTLE,WA,98108,3527,5,5812,Eating Places,22211614,540244092,47.539283,-122.321859,3,9,0,0,0,0101000020E610000017BB7D5699945EC0F624B03907C54740
MULTI-M CONTRACTING,24 ROY ST # 468,SEATTLE,WA,98109,4018,5,1521,Single-Family Homes Contractor,32368956,694448598,47.625585,-122.356394,3,9,0,0,0,0101000020E6100000669FC728CF965EC020EF552B13D04740
YACHT SERVICES,1220 WESTLAKE AVE N,SEATTLE,WA,98109,3530,3,5551,Retailer Of Boats,31142817,402367604,47.631237,-122.340789,3,9,0,0,0,0101000020E61000008A75AA7CCF955EC03883BF5FCCD04740
FLYING FISH,300 WESTLAKE AVE N,SEATTLE,WA,98109,5218,52,5812,Eating Places,14208793,178376208,47.620879,-122.338267,3,9,109238,29,13,0101000020E61000003A94A12AA6955EC0F8E28BF678CF4740
BOOK BINDERY,198 NICKERSON ST,SEATTLE,WA,98109,1689,10,5812,Eating Places,31073256,402577778,47.647884,-122.353254,3,9,0,0,0,0101000020E6100000994BAAB69B965EC003CDE7DCEDD24740
EDWARD JONES,15 NICKERSON ST # B,SEATTLE,WA,98109,7702,2,6282,Investment Advisory Services,37303668,402632753,47.649385,-122.357224,3,2,4751,13914,329,0101000020E61000002A560DC2DC965EC0A9C1340C1FD34740
URBEK,1100 DEXTER AVE N # 100,SEATTLE,WA,98109,3598,1,6531,Real Estate Agents And Managers,14217496,804012169,47.62942,-122.342117,3,9,0,0,0,0101000020E6100000F699B33EE5955EC063B9A5D590D04740
CRAFT REALTY,1100 DEXTER AVE N # 100,SEATTLE,WA,98109,3598,1,6531,Real Estate Agents And Managers,14217496,979030822,47.62942,-122.342117,3,9,0,0,0,0101000020E6100000F699B33EE5955EC063B9A5D590D04740
DAMASK TATTOO LLC,2206 QUEEN ANNE AVE N # 202,SEATTLE,WA,98109,2370,1,7299,Personal Service,31141959,694384116,47.63842,-122.356747,3,9,0,0,0,0101000020E61000008D7C5EF1D4965EC0618E1EBFB7D14740
HERTZ RENT A CAR,925 WESTLAKE AVE N,SEATTLE,WA,98109,3524,4,7514,Passenger Car Rental Service,14203977,402577756,47.627439,-122.340073,3,2,9830,4889,322,0101000020E61000002B508BC1C3955EC0139ED0EB4FD04740
STANDARD PARKING,221 YALE AVE N,SEATTLE,WA,98109,5490,6,7521,Automobile Parking Service,53026112,402422404,47.619913,-122.330623,3,2,45601,822,95,0101000020E61000008C135FED28955EC0C0AE264F59CF4740
STANDARD PARKING,305 9TH AVE N,SEATTLE,WA,98109,5140,6,7521,Automobile Parking Service,35477461,402422335,47.620929,-122.339973,3,2,45601,822,95,0101000020E610000079211D1EC2955EC0A911FA997ACF4740
STANDARD PARKING,412 9TH AVE N,SEATTLE,WA,98109,,6,7521,Automobile Parking Service,199449625,402422345,47.622183,-122.339555,3,2,45601,822,95,0101000020E61000005F0CE544BB955EC047904AB1A3CF4740
STANDARD PARKING,625 BOREN AVE N,SEATTLE,WA,98109,,6,7521,Automobile Parking Service,199449630,402422350,47.624697,-122.336038,3,2,45601,822,95,0101000020E6100000A60D87A581955EC064744012F6CF4740
STANDARD PARKING,510 DEXTER AVE N,SEATTLE,WA,98109,,6,7521,Automobile Parking Service,199449628,402422358,47.623399,-122.342146,3,2,45601,822,95,0101000020E6100000431D56B8E5955EC0F7ADD689CBCF4740
STANDARD PARKING,424 BOREN AVE N,SEATTLE,WA,98109,,6,7521,Automobile Parking Service,199449627,402422360,47.622321,-122.335659,3,2,45601,822,95,0101000020E6100000EBE6E26F7B955EC0984EEB36A8CF4740
STANDARD PARKING,200 9TH AVE N,SEATTLE,WA,98109,,6,7521,Automobile Parking Service,199449622,402422361,47.61971,-122.339567,3,2,45601,822,95,0101000020E610000041F33977BB955EC0888043A852CF4740
STANDARD PARKING,301 8TH AVE N,SEATTLE,WA,98109,,6,7521,Automobile Parking Service,199449624,402422365,47.620874,-122.341273,3,2,45601,822,95,0101000020E61000008080B56AD7955EC0E6779ACC78CF4740
STANDARD PARKING,525 WESTLAKE AVE N,SEATTLE,WA,98109,,6,7521,Automobile Parking Service,199449629,402422367,47.623532,-122.338653,3,2,45601,822,95,0101000020E61000004EECA17DAC955EC0360186E5CFCF4740
STANDARD PARKING,421 8TH AVE N,SEATTLE,WA,98109,,6,7521,Automobile Parking Service,199449626,402422377,47.622289,-122.341259,3,2,45601,822,95,0101000020E6100000CD1DFD2FD7955EC08DD47B2AA7CF4740
STANDARD PARKING,714 DENNY WAY,SEATTLE,WA,98109,,6,7521,Automobile Parking Service,31262957,402422378,47.618684,-122.342844,3,2,45601,822,95,0101000020E61000004FE8F527F1955EC07C478D0931CF4740
STANDARD PARKING,750 REPUBLICAN ST,SEATTLE,WA,98109,4766,6,7521,Automobile Parking Service,31295278,402422381,47.623211,-122.341243,3,2,45601,822,95,0101000020E61000004B3FE1ECD6955EC0F4C0C760C5CF4740
CENTRAL PARKING SYSTEM,801 FAIRVIEW PL N,SEATTLE,WA,98109,,7,7521,Automobile Parking Service,199449631,402422390,47.626213,-122.33406,3,2,148310014,1119,93,0101000020E6100000B6B9313D61955EC03FAA61BF27D04740
URBAN CROSS FIT,1405 DEXTER AVE N,SEATTLE,WA,98109,3534,1,7991,Physical Fitness Facility,37302480,685501223,47.631687,-122.342484,3,2,0,0,0,0101000020E6100000CFD90242EB955EC078279F1EDBD04740
CROSS FIT EASTLAKE,1165 EASTLAKE AVE E,SEATTLE,WA,98109,4456,2,7991,Physical Fitness Facility,14218351,402446831,47.629629,-122.328902,3,2,0,0,0,0101000020E6100000B265F9BA0C955EC07DCEDDAE97D04740
JENNIFER PELTON,1818 WESTLAKE AVE N # 308,SEATTLE,WA,98109,2707,1,8049,Health Practitioner's Office,13349260,401084573,47.635829,-122.340233,3,9,0,0,0,0101000020E61000004701A260C6955EC0986C3CD862D14740
